# file...... wind_turbine2_data.csv
# date...... Thu Dec  1 13:36:20 2016
# user...... magda
# host...... (null)
# target.... windturb_dg 4111
# trigger... (none)
# interval.. 60
# limit..... 1000000
# timestamp,TotalRealPow,price
2000-08-09 00:00:00 PDT,+2.4638e+06,+0.16
2000-08-09 00:01:00 PDT,+2.46389e+06,+0.16
2000-08-09 00:02:00 PDT,+2.46398e+06,+0.16
2000-08-09 00:03:00 PDT,+2.46407e+06,+0.16
2000-08-09 00:04:00 PDT,+2.46415e+06,+0.16
2000-08-09 00:05:00 PDT,+2.46423e+06,+0.16
2000-08-09 00:06:00 PDT,+2.46432e+06,+0.16
2000-08-09 00:07:00 PDT,+2.46441e+06,+0.16
2000-08-09 00:08:00 PDT,+2.46449e+06,+0.16
2000-08-09 00:09:00 PDT,+2.46458e+06,+0.16
2000-08-09 00:10:00 PDT,+2.46466e+06,+0.16
2000-08-09 00:11:00 PDT,+2.46474e+06,+0.16
2000-08-09 00:12:00 PDT,+2.46483e+06,+0.16
2000-08-09 00:13:00 PDT,+2.46491e+06,+0.16
2000-08-09 00:14:00 PDT,+2.46499e+06,+0.16
2000-08-09 00:15:00 PDT,+2.46508e+06,+0.16
2000-08-09 00:16:00 PDT,+2.46516e+06,+0.16
2000-08-09 00:17:00 PDT,+2.46524e+06,+0.16
2000-08-09 00:18:00 PDT,+2.46532e+06,+0.16
2000-08-09 00:19:00 PDT,+2.4654e+06,+0.16
2000-08-09 00:20:00 PDT,+2.46548e+06,+0.16
2000-08-09 00:21:00 PDT,+2.46556e+06,+0.16
2000-08-09 00:22:00 PDT,+2.46564e+06,+0.16
2000-08-09 00:23:00 PDT,+2.46571e+06,+0.16
2000-08-09 00:24:00 PDT,+2.46579e+06,+0.16
2000-08-09 00:25:00 PDT,+2.46587e+06,+0.16
2000-08-09 00:26:00 PDT,+2.46594e+06,+0.16
2000-08-09 00:27:00 PDT,+2.46602e+06,+0.16
2000-08-09 00:28:00 PDT,+2.46609e+06,+0.16
2000-08-09 00:29:00 PDT,+2.46617e+06,+0.16
2000-08-09 00:30:00 PDT,+2.46624e+06,+0.16
2000-08-09 00:31:00 PDT,+2.46632e+06,+0.16
2000-08-09 00:32:00 PDT,+2.46639e+06,+0.16
2000-08-09 00:33:00 PDT,+2.46646e+06,+0.16
2000-08-09 00:34:00 PDT,+2.46653e+06,+0.16
2000-08-09 00:35:00 PDT,+2.46661e+06,+0.16
2000-08-09 00:36:00 PDT,+2.46668e+06,+0.16
2000-08-09 00:37:00 PDT,+2.46675e+06,+0.16
2000-08-09 00:38:00 PDT,+2.46682e+06,+0.16
2000-08-09 00:39:00 PDT,+2.46689e+06,+0.16
2000-08-09 00:40:00 PDT,+2.46696e+06,+0.16
2000-08-09 00:41:00 PDT,+2.46702e+06,+0.16
2000-08-09 00:42:00 PDT,+2.46709e+06,+0.16
2000-08-09 00:43:00 PDT,+2.46716e+06,+0.16
2000-08-09 00:44:00 PDT,+2.46723e+06,+0.16
2000-08-09 00:45:00 PDT,+2.46729e+06,+0.16
2000-08-09 00:46:00 PDT,+2.46736e+06,+0.16
2000-08-09 00:47:00 PDT,+2.46742e+06,+0.16
2000-08-09 00:48:00 PDT,+2.46749e+06,+0.16
2000-08-09 00:49:00 PDT,+2.46755e+06,+0.16
2000-08-09 00:50:00 PDT,+2.46762e+06,+0.16
2000-08-09 00:51:00 PDT,+2.46768e+06,+0.16
2000-08-09 00:52:00 PDT,+2.46774e+06,+0.16
2000-08-09 00:53:00 PDT,+2.46781e+06,+0.16
2000-08-09 00:54:00 PDT,+2.46787e+06,+0.16
2000-08-09 00:55:00 PDT,+2.46793e+06,+0.16
2000-08-09 00:56:00 PDT,+2.46799e+06,+0.16
2000-08-09 00:57:00 PDT,+2.46805e+06,+0.16
2000-08-09 00:58:00 PDT,+2.46811e+06,+0.16
2000-08-09 00:59:00 PDT,+2.46817e+06,+0.16
2000-08-09 01:00:00 PDT,+2.46823e+06,+0.16
2000-08-09 01:01:00 PDT,+2.46825e+06,+0.16
2000-08-09 01:02:00 PDT,+2.46827e+06,+0.16
2000-08-09 01:03:00 PDT,+2.46829e+06,+0.16
2000-08-09 01:04:00 PDT,+2.46831e+06,+0.16
2000-08-09 01:05:00 PDT,+2.46833e+06,+0.16
2000-08-09 01:06:00 PDT,+2.46836e+06,+0.16
2000-08-09 01:07:00 PDT,+2.46838e+06,+0.16
2000-08-09 01:08:00 PDT,+2.46841e+06,+0.16
2000-08-09 01:09:00 PDT,+2.46843e+06,+0.16
2000-08-09 01:10:00 PDT,+2.46846e+06,+0.16
2000-08-09 01:11:00 PDT,+2.46849e+06,+0.16
2000-08-09 01:12:00 PDT,+2.46852e+06,+0.16
2000-08-09 01:13:00 PDT,+2.46854e+06,+0.16
2000-08-09 01:14:00 PDT,+2.46857e+06,+0.16
2000-08-09 01:15:00 PDT,+2.46861e+06,+0.16
2000-08-09 01:16:00 PDT,+2.46864e+06,+0.16
2000-08-09 01:17:00 PDT,+2.46867e+06,+0.16
2000-08-09 01:18:00 PDT,+2.4687e+06,+0.16
2000-08-09 01:19:00 PDT,+2.46874e+06,+0.16
2000-08-09 01:20:00 PDT,+2.46877e+06,+0.16
2000-08-09 01:21:00 PDT,+2.46881e+06,+0.16
2000-08-09 01:22:00 PDT,+2.46884e+06,+0.16
2000-08-09 01:23:00 PDT,+2.46888e+06,+0.16
2000-08-09 01:24:00 PDT,+2.46892e+06,+0.16
2000-08-09 01:25:00 PDT,+2.46895e+06,+0.16
2000-08-09 01:26:00 PDT,+2.46899e+06,+0.16
2000-08-09 01:27:00 PDT,+2.46903e+06,+0.16
2000-08-09 01:28:00 PDT,+2.46907e+06,+0.16
2000-08-09 01:29:00 PDT,+2.46912e+06,+0.16
2000-08-09 01:30:00 PDT,+2.46916e+06,+0.16
2000-08-09 01:31:00 PDT,+2.4692e+06,+0.16
2000-08-09 01:32:00 PDT,+2.46924e+06,+0.16
2000-08-09 01:33:00 PDT,+2.46929e+06,+0.16
2000-08-09 01:34:00 PDT,+2.46933e+06,+0.16
2000-08-09 01:35:00 PDT,+2.46938e+06,+0.16
2000-08-09 01:36:00 PDT,+2.46943e+06,+0.16
2000-08-09 01:37:00 PDT,+2.46947e+06,+0.16
2000-08-09 01:38:00 PDT,+2.46952e+06,+0.16
2000-08-09 01:39:00 PDT,+2.46957e+06,+0.16
2000-08-09 01:40:00 PDT,+2.46962e+06,+0.16
2000-08-09 01:41:00 PDT,+2.46967e+06,+0.16
2000-08-09 01:42:00 PDT,+2.46972e+06,+0.16
2000-08-09 01:43:00 PDT,+2.46978e+06,+0.16
2000-08-09 01:44:00 PDT,+2.46983e+06,+0.16
2000-08-09 01:45:00 PDT,+2.46988e+06,+0.16
2000-08-09 01:46:00 PDT,+2.46994e+06,+0.16
2000-08-09 01:47:00 PDT,+2.46999e+06,+0.16
2000-08-09 01:48:00 PDT,+2.47005e+06,+0.16
2000-08-09 01:49:00 PDT,+2.47011e+06,+0.16
2000-08-09 01:50:00 PDT,+2.47016e+06,+0.16
2000-08-09 01:51:00 PDT,+2.47022e+06,+0.16
2000-08-09 01:52:00 PDT,+2.47028e+06,+0.16
2000-08-09 01:53:00 PDT,+2.47034e+06,+0.16
2000-08-09 01:54:00 PDT,+2.4704e+06,+0.16
2000-08-09 01:55:00 PDT,+2.47046e+06,+0.16
2000-08-09 01:56:00 PDT,+2.47053e+06,+0.16
2000-08-09 01:57:00 PDT,+2.47059e+06,+0.16
2000-08-09 01:58:00 PDT,+2.47065e+06,+0.16
2000-08-09 01:59:00 PDT,+2.47072e+06,+0.16
2000-08-09 02:00:00 PDT,+2.47078e+06,+0.16
2000-08-09 02:01:00 PDT,+2.47096e+06,+0.16
2000-08-09 02:02:00 PDT,+2.47113e+06,+0.16
2000-08-09 02:03:00 PDT,+2.4713e+06,+0.16
2000-08-09 02:04:00 PDT,+2.47147e+06,+0.16
2000-08-09 02:05:00 PDT,+2.47163e+06,+0.16
2000-08-09 02:06:00 PDT,+2.4718e+06,+0.16
2000-08-09 02:07:00 PDT,+2.47195e+06,+0.16
2000-08-09 02:08:00 PDT,+2.42847e+06,+0.16
2000-08-09 02:09:00 PDT,+2.37405e+06,+0.16
2000-08-09 02:10:00 PDT,+2.32146e+06,+0.16
2000-08-09 02:11:00 PDT,+2.27065e+06,+0.16
2000-08-09 02:12:00 PDT,+2.22155e+06,+0.16
2000-08-09 02:13:00 PDT,+2.17413e+06,+0.16
2000-08-09 02:14:00 PDT,+2.12834e+06,+0.16
2000-08-09 02:15:00 PDT,+2.08414e+06,+0.16
2000-08-09 02:16:00 PDT,+2.04148e+06,+0.16
2000-08-09 02:17:00 PDT,+2.00032e+06,+0.16
2000-08-09 02:18:00 PDT,+1.96061e+06,+0.16
2000-08-09 02:19:00 PDT,+1.92233e+06,+0.16
2000-08-09 02:20:00 PDT,+1.88543e+06,+0.16
2000-08-09 02:21:00 PDT,+1.84988e+06,+0.16
2000-08-09 02:22:00 PDT,+1.81564e+06,+0.16
2000-08-09 02:23:00 PDT,+1.78267e+06,+0.16
2000-08-09 02:24:00 PDT,+1.75095e+06,+0.16
2000-08-09 02:25:00 PDT,+1.72044e+06,+0.16
2000-08-09 02:26:00 PDT,+1.69111e+06,+0.16
2000-08-09 02:27:00 PDT,+1.66294e+06,+0.16
2000-08-09 02:28:00 PDT,+1.63588e+06,+0.16
2000-08-09 02:29:00 PDT,+1.60993e+06,+0.16
2000-08-09 02:30:00 PDT,+1.58504e+06,+0.16
2000-08-09 02:31:00 PDT,+1.5612e+06,+0.16
2000-08-09 02:32:00 PDT,+1.53839e+06,+0.16
2000-08-09 02:33:00 PDT,+1.51657e+06,+0.16
2000-08-09 02:34:00 PDT,+1.49573e+06,+0.16
2000-08-09 02:35:00 PDT,+1.47584e+06,+0.16
2000-08-09 02:36:00 PDT,+1.45689e+06,+0.16
2000-08-09 02:37:00 PDT,+1.43885e+06,+0.16
2000-08-09 02:38:00 PDT,+1.42171e+06,+0.16
2000-08-09 02:39:00 PDT,+1.40545e+06,+0.16
2000-08-09 02:40:00 PDT,+1.39005e+06,+0.16
2000-08-09 02:41:00 PDT,+1.37551e+06,+0.16
2000-08-09 02:42:00 PDT,+1.36179e+06,+0.16
2000-08-09 02:43:00 PDT,+1.3489e+06,+0.16
2000-08-09 02:44:00 PDT,+1.33681e+06,+0.16
2000-08-09 02:45:00 PDT,+1.32551e+06,+0.16
2000-08-09 02:46:00 PDT,+1.315e+06,+0.16
2000-08-09 02:47:00 PDT,+1.30525e+06,+0.16
2000-08-09 02:48:00 PDT,+1.29627e+06,+0.16
2000-08-09 02:49:00 PDT,+1.28804e+06,+0.16
2000-08-09 02:50:00 PDT,+1.28055e+06,+0.16
2000-08-09 02:51:00 PDT,+1.2738e+06,+0.16
2000-08-09 02:52:00 PDT,+1.26778e+06,+0.16
2000-08-09 02:53:00 PDT,+1.26248e+06,+0.16
2000-08-09 02:54:00 PDT,+1.2579e+06,+0.16
2000-08-09 02:55:00 PDT,+1.25403e+06,+0.16
2000-08-09 02:56:00 PDT,+1.25087e+06,+0.16
2000-08-09 02:57:00 PDT,+1.24842e+06,+0.16
2000-08-09 02:58:00 PDT,+1.24667e+06,+0.16
2000-08-09 02:59:00 PDT,+1.24562e+06,+0.16
2000-08-09 03:00:00 PDT,+1.24527e+06,+0.16
2000-08-09 03:01:00 PDT,+1.27156e+06,+0.16
2000-08-09 03:02:00 PDT,+1.29802e+06,+0.16
2000-08-09 03:03:00 PDT,+1.32462e+06,+0.16
2000-08-09 03:04:00 PDT,+1.35138e+06,+0.16
2000-08-09 03:05:00 PDT,+1.37828e+06,+0.16
2000-08-09 03:06:00 PDT,+1.40531e+06,+0.16
2000-08-09 03:07:00 PDT,+1.43249e+06,+0.16
2000-08-09 03:08:00 PDT,+1.45979e+06,+0.16
2000-08-09 03:09:00 PDT,+1.48721e+06,+0.16
2000-08-09 03:10:00 PDT,+1.51476e+06,+0.16
2000-08-09 03:11:00 PDT,+1.54243e+06,+0.16
2000-08-09 03:12:00 PDT,+1.5702e+06,+0.16
2000-08-09 03:13:00 PDT,+1.59808e+06,+0.16
2000-08-09 03:14:00 PDT,+1.62606e+06,+0.16
2000-08-09 03:15:00 PDT,+1.65412e+06,+0.16
2000-08-09 03:16:00 PDT,+1.68229e+06,+0.16
2000-08-09 03:17:00 PDT,+1.71056e+06,+0.16
2000-08-09 03:18:00 PDT,+1.73891e+06,+0.16
2000-08-09 03:19:00 PDT,+1.76733e+06,+0.16
2000-08-09 03:20:00 PDT,+1.79582e+06,+0.16
2000-08-09 03:21:00 PDT,+1.82438e+06,+0.16
2000-08-09 03:22:00 PDT,+1.853e+06,+0.16
2000-08-09 03:23:00 PDT,+1.88167e+06,+0.16
2000-08-09 03:24:00 PDT,+1.9104e+06,+0.16
2000-08-09 03:25:00 PDT,+1.93918e+06,+0.16
2000-08-09 03:26:00 PDT,+1.968e+06,+0.16
2000-08-09 03:27:00 PDT,+1.99685e+06,+0.16
2000-08-09 03:28:00 PDT,+2.02574e+06,+0.16
2000-08-09 03:29:00 PDT,+2.05465e+06,+0.16
2000-08-09 03:30:00 PDT,+2.08358e+06,+0.16
2000-08-09 03:31:00 PDT,+2.11253e+06,+0.16
2000-08-09 03:32:00 PDT,+2.14149e+06,+0.16
2000-08-09 03:33:00 PDT,+2.17046e+06,+0.16
2000-08-09 03:34:00 PDT,+2.19943e+06,+0.16
2000-08-09 03:35:00 PDT,+2.22839e+06,+0.16
2000-08-09 03:36:00 PDT,+2.25734e+06,+0.16
2000-08-09 03:37:00 PDT,+2.28629e+06,+0.16
2000-08-09 03:38:00 PDT,+2.3152e+06,+0.16
2000-08-09 03:39:00 PDT,+2.3441e+06,+0.16
2000-08-09 03:40:00 PDT,+2.37297e+06,+0.16
2000-08-09 03:41:00 PDT,+2.4018e+06,+0.16
2000-08-09 03:42:00 PDT,+2.43059e+06,+0.16
2000-08-09 03:43:00 PDT,+2.45933e+06,+0.16
2000-08-09 03:44:00 PDT,+2.47143e+06,+0.16
2000-08-09 03:45:00 PDT,+2.47137e+06,+0.16
